iterations,accuracy,completeness,overall
100,1.1669471313784392,0.7978451654964733,0.9823961484374563
500,1.443282819045306,0.8139552401977364,1.1286190296215213
1000,1.4348432524144252,0.8056364292440155,1.1202398408292202
2000,1.3971778976064215,0.7889574919492807,1.093067694777851
3000,1.3091694121634307,0.7788900991699027,1.0440297556666667
