iterations,accuracy,completeness,overall
1,0.7348162354843326,0.9550321756102368,0.8449242055472848
500,0.5807808983293399,0.7531598781787203,0.6669703882540301
1000,0.5572486698811676,0.6941137704333512,0.6256812201572595
