iterations,accuracy,completeness,overall
100,0.5218186501314355,0.7650126754046073,0.6434156627680214
500,0.5202706673286934,0.7356107470872715,0.6279407072079825
1000,0.5094939900904759,0.6156101338338008,0.5625520619621384
2000,0.4978254210789166,0.6284667525796747,0.5631460868292957
3000,0.47520704374576783,0.6434678112746892,0.5593374275102285
