iterations,accuracy,completeness,overall
100,0.5955018885666916,0.5781003147130046,0.5868011016398481
500,0.59658436518662,0.46933935354890344,0.5329618593677616
1000,0.5930594341497241,0.4614504527286609,0.5272549434391924
2000,0.5594128289877247,0.45765217237951117,0.5085325006836179
3000,0.563165788636406,0.4668536798876222,0.5150097342620141
