iterations,accuracy,completeness,overall
1,0.7528677332635969,1.0132549894466683,0.8830613613551326
500,0.5971263905288787,0.7815352986937962,0.6893308446113375
1000,0.5893522335866248,0.7267847875198894,0.6580685105532571
